Name,RC,SMILES,Pruned
41,orginal,product,[H]c1nc(N([H])c2nn(C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c2[H])nc(-c2c([H])nn3c([H])c([H])c([H])c([H])c23)c1Cl
41,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([5H])nn1[9H]
41,pruned,intermediate,[H]c1c([5H])nn([9H])c1N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H]
41,pruned,product,[H]c1c([5H])nn([9H])c1N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H]
42,orginal,reactant,CONC(C1=C(NC2=C(Cl)C=NC(NC3=C(OC)C=CC(NC(C=C)=O)=C3)=N2)C=CC=C1)=O
42,orginal,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])OC([H])([H])[H])c1Cl
42,orginal,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])OC([H])([H])[H])c1Cl
42,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([16H])c([13H])c1[H]
42,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([13H])c1[16H]
42,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([13H])c1[16H]
43,orginal,reactant,CNC(C1=C(NC2=C(Cl)C=NC(NC3=CC=CC(NC(C=C)=O)=C3)=N2)C=CC=C1)=O
43,orginal,intermediate,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c2[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
43,orginal,product,[H]c1nc(N([H])c2c([H])c([H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c2[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
43,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([H])c([12H])c1[H]
43,pruned,intermediate,[H]c1c([H])c([12H])c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c1[H]
43,pruned,product,[H]c1c([H])c([12H])c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c1[H]
44,orginal,reactant,CNC(C1=C(NC2=C(Cl)C=NC(NC3=C(OC)C=CC(NC(C=C)=O)=C3)=N2)C=CC=C1)=O
44,orginal,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
44,orginal,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
44,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c([15H])c([12H])c1[H]
44,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([12H])c1[15H]
44,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([12H])c1[15H]
45,orginal,reactant,CNC(C1=C(NC2=C(Cl)C=NC(NC3=C(OC)C=CC(NC(/C=C/CN(C)C)=O)=C3)=N2)C=CC=C1)=O
45,orginal,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
45,orginal,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
45,pruned,reactant,[H]/C(C(=O)N([H])c1c([H])c([H])c([15H])c([12H])c1[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
45,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([12H])c1[15H]
45,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([12H])c1[15H]
46,orginal,reactant,CNC(C1=C(NC2=C(Cl)C=NC(NC3=C(OC)C=CC(NC(C(CN4CCOCC4)=C)=O)=C3)=N2)C=CC=C1)=O
46,orginal,intermediate,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)[C-](C([H])([H])SC([H])([H])[H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
46,orginal,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C([H])(C([H])([H])SC([H])([H])[H])C([H])([H])N3C([H])([H])C([H])([H])OC([H])([H])C3([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)N([H])C([H])([H])[H])c1Cl
46,pruned,reactant,[H]C([H])=C(C(=O)N([H])c1c([H])c([H])c([15H])c([12H])c1[H])C([H])([H])N1C([H])([H])C([H])([H])OC([H])([H])C1([H])[H]
46,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-](C([H])([H])SC([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([12H])c1[15H]
46,pruned,product,[H]c1c([H])c(N([H])C(=O)C([H])(C([H])([H])SC([H])([H])[H])C([H])([H])N2C([H])([H])C([H])([H])OC([H])([H])C2([H])[H])c([H])c([12H])c1[15H]
47,orginal,reactant,ClC(C=NC(NC1=C(OC)C=CC(NC(C2=CCCN(C)C2)=O)=C1)=N3)=C3C4=C5C=CC=CN5N=C4
47,orginal,intermediate,[H]C1=C([H])c2c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]5C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C5([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])nn2C([H])=C1[H]
47,orginal,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C3([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C3([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])nn3c([H])c([H])c([H])c([H])c23)c1Cl
47,pruned,reactant,[H]C1=C(C(=O)N([H])c2c([H])c([H])c([8H])c([5H])c2[H])C([H])([H])N(C([H])([H])[H])C([H])([H])C1([H])[H]
47,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]2C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])SC([H])([H])[H])c([H])c([5H])c1[8H]
47,pruned,product,[H]c1c([H])c(N([H])C(=O)C2([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C2([H])SC([H])([H])[H])c([H])c([5H])c1[8H]
48,orginal,reactant,ClC(C=NC(NC1=C(OC)C=CC(NC(C2=CCN(C)CC2)=O)=C1)=N3)=C3C4=C5C=CC=CN5N=C4
48,orginal,intermediate,[H]C1=C([H])c2c(-c3nc(N([H])c4c([H])c(N([H])C(=O)[C-]5C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C5([H])SC([H])([H])[H])c([H])c([H])c4OC([H])([H])[H])nc([H])c3Cl)c([H])nn2C([H])=C1[H]
48,orginal,product,[H]c1nc(N([H])c2c([H])c(N([H])C(=O)C3([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C3([H])SC([H])([H])[H])c([H])c([H])c2OC([H])([H])[H])nc(-c2c([H])nn3c([H])c([H])c([H])c([H])c23)c1Cl
48,pruned,reactant,[H]C1=C(C(=O)N([H])c2c([H])c([H])c([8H])c([5H])c2[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C1([H])[H]
48,pruned,intermediate,[H]c1c([H])c(N([H])C(=O)[C-]2C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])SC([H])([H])[H])c([H])c([5H])c1[8H]
48,pruned,product,[H]c1c([H])c(N([H])C(=O)C2([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C2([H])SC([H])([H])[H])c([H])c([5H])c1[8H]
53,orginal,reactant,FC1=C(Cl)C=C(NC2=C(C#N)C=NC3=C2C=C(NC(/C=C/CN(C)C)=O)C(OCC)=C3)C=C1
53,orginal,intermediate,[H]c1nc2c([H])c(OC([H])([H])C([H])([H])[H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2c(N([H])c2c([H])c([H])c(F)c(Cl)c2[H])c1C#N
53,orginal,product,[H]c1nc2c([H])c(OC([H])([H])C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2c(N([H])c2c([H])c([H])c(F)c(Cl)c2[H])c1C#N
53,pruned,reactant,[H]/C(C(=O)N([H])c1c([27H])c([H])c2nc([H])c([9H])c([6H])c2c1[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
53,pruned,intermediate,[H]c1nc2c([H])c([27H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2c([6H])c1[9H]
53,pruned,product,[H]c1nc2c([H])c([27H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2c([6H])c1[9H]
54,orginal,reactant,ClC1=C(OCC2=NC=CC=C2)C=CC(NC3=C(C#N)C=NC4=C3C=C(NC(/C=C/CN(C)C)=O)C(OCC)=C4)=C1
54,orginal,intermediate,[H]c1nc(C([H])([H])Oc2c([H])c([H])c(N([H])c3c(C#N)c([H])nc4c([H])c(OC([H])([H])C([H])([H])[H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c34)c([H])c2Cl)c([H])c([H])c1[H]
54,orginal,product,[H]c1nc(C([H])([H])Oc2c([H])c([H])c(N([H])c3c(C#N)c([H])nc4c([H])c(OC([H])([H])C([H])([H])[H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c34)c([H])c2Cl)c([H])c([H])c1[H]
54,pruned,reactant,[H]/C(C(=O)N([H])c1c([35H])c([H])c2nc([H])c([17H])c([14H])c2c1[H])=C(/[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H]
54,pruned,intermediate,[H]c1nc2c([H])c([35H])c(N([H])C(=O)[C-]([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2c([14H])c1[17H]
54,pruned,product,[H]c1nc2c([H])c([35H])c(N([H])C(=O)C([H])([H])C([H])(SC([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])c([H])c2c([14H])c1[17H]
55,orginal,reactant,O=C(C=C)NC1=CC2=C(C=C1)N=CN=C2NC3=CC=CC(C)=C3
55,orginal,intermediate,[H]c1nc(N([H])c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2n1
55,orginal,product,[H]c1nc(N([H])c2c([H])c([H])c([H])c(C([H])([H])[H])c2[H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2n1
55,pruned,reactant,[H]C([H])=C([H])C(=O)N([H])c1c([H])c([H])c2nc([H])nc([15H])c2c1[H]
55,pruned,intermediate,[H]c1nc([15H])c2c([H])c(N([H])C(=O)[C-]([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2n1
55,pruned,product,[H]c1nc([15H])c2c([H])c(N([H])C(=O)C([H])([H])C([H])([H])SC([H])([H])[H])c([H])c([H])c2n1
